CTUID,DGUID,CTNAME,LANDAREA,PRUID,Shape_Length,Shape_Area,CTNAME_1,Total___Population_aged_15_year,Median_amount____,Average_amount____,Population__2021,Total_private_dwellings__2021,Land_area_in_square_kilometres_,Population_density_per_square_k,ObjectID,Median_Income,Pop_density_sqkm,Population,Total_Private_Dwellings,Average_Income
8250002.26,2021S05078250002.26,0002.26,1.018900000000000,48,5265.760493426435460,1039175.506282737595029,0002.26,2415,49200,55450,3596.000000000000000,1153.000000000000000,1.020000000000000,3529.300000000000182,54,49200,3529,3596,1153,55450
8250002.27,2021S05078250002.27,0002.27,0.8613,48,4301.085205813222274,952875.727907247608528,0002.27,2860,48400,54400,4219.000000000000000,1258.000000000000000,0.86,4898.399999999999636,55,48400,4898,4219,1258,54400
8250002.28,2021S05078250002.28,0002.28,0.7277,48,7019.014182390389578,821159.388343240832910,0002.28,3805,46800,50120,5233.000000000000000,1906.000000000000000,0.73,7191.199999999999818,56,46800,7191,5233,1906,50120
8250002.29,2021S05078250002.29,0002.29,1.215900000000000,48,6188.731615820043771,1581565.972683663247153,0002.29,3175,46800,50240,4471.000000000000000,1738.000000000000000,1.220000000000000,3677.099999999999909,57,46800,3677,4471,1738,50240
8250002.3,2021S05078250002.30,0002.30,1.224700000000000,48,4937.728526393302673,1341287.589122567558661,0002.30,3580,47200,50880,5101.000000000000000,1707.000000000000000,1.220000000000000,4165.100000000000364,58,47200,4165,5101,1707,50880
8250002.31,2021S05078250002.31,0002.31,1.916700000000000,48,6337.803306831302507,2319705.846943484153599,0002.31,3130,45600,50040,4380.000000000000000,1664.000000000000000,1.920000000000000,2285.199999999999818,59,45600,2285,4380,1664,50040
8250002.32,2021S05078250002.32,0002.32,1.082400000000000,48,7634.226074226458877,1139913.852641611360013,0002.32,2390,50000,54950,3495.000000000000000,1183.000000000000000,1.080000000000000,3228.900000000000091,60,50000,3229,3495,1183,54950
8250002.33,2021S05078250002.33,0002.33,0.831,48,5492.934448210350638,872765.167640701052733,0002.33,1815,56000,60050,2938.000000000000000,876.000000000000000,0.83,3535.500000000000000,61,56000,3536,2938,876,60050
8250002.34,2021S05078250002.34,0002.34,1.348900000000000,48,4811.248998662271333,1357866.276406266726553,0002.34,3145,59200,73400,5009.000000000000000,1384.000000000000000,1.350000000000000,3713.400000000000091,62,59200,3713,5009,1384,73400
8250002.35,2021S05078250002.35,0002.35,0.6301,48,3259.052295180293640,629976.083548423368484,0002.35,2550,47200,52850,3409.000000000000000,1530.000000000000000,0.63,5410.300000000000182,63,47200,5410,3409,1530,52850
8250002.36,2021S05078250002.36,0002.36,0.5047,48,3614.574176244872433,508717.348744428367354,0002.36,2415,46400,51080,3445.000000000000000,1405.000000000000000,0.5,6825.800000000000182,64,46400,6826,3445,1405,51080
8250002.37,2021S05078250002.37,0002.37,1.165600000000000,48,6146.196241105963963,1283948.429093812825158,0002.37,2250,56400,59550,3317.000000000000000,1129.000000000000000,1.170000000000000,2845.699999999999818,65,56400,2846,3317,1129,59550
8250002.38,2021S05078250002.38,0002.38,20.021200000000000,48,21482.116971163919516,20848127.466017372906208,0002.38,10065,50000,60900,14189.000000000000000,5860.000000000000000,20.020000000000000,708.700000000000045,66,50000,709,14189,5860,60900
8250002.39,2021S05078250002.39,0002.39,1.836500000000000,48,6379.342746156182329,1836119.467159633990377,0002.39,4645,46800,55050,6662.000000000000000,2208.000000000000000,1.840000000000000,3627.599999999999909,67,46800,3628,6662,2208,55050
8250002.4,2021S05078250002.40,0002.40,3.914700000000000,48,8237.278682893096629,4041592.413197179790586,0002.40,6560,52400,61550,9200.000000000000000,3281.000000000000000,3.910000000000000,2350.099999999999909,68,52400,2350,9200,3281,61550
8250049.04,2021S05078250049.04,0049.04,1.229000000000000,48,6437.553712889582130,1228715.898133669514209,0049.04,2775,45600,56600,3383.000000000000000,1534.000000000000000,1.230000000000000,2752.599999999999909,175,45600,2753,3383,1534,56600
8250049.05,2021S05078250049.05,0049.05,2.080200000000000,48,8326.469323643968892,2079811.581589678768069,0049.05,3535,43600,87600,4169.000000000000000,2152.000000000000000,2.080000000000000,2004.099999999999909,176,43600,2004,4169,2152,87600
8250038.48,2021S05078250038.48,0038.48,0.6963,48,4980.208568764849588,734480.915512315928936,0038.48,3365,32000,35040,4533.000000000000000,1265.000000000000000,0.7,6510.100000000000364,159,32000,6510,4533,1265,35040
8250038.49,2021S05078250038.49,0038.49,0.9676,48,6080.150458862209234,1041577.792304779752158,0038.49,3315,32000,35440,4521.000000000000000,1309.000000000000000,0.97,4672.399999999999636,160,32000,4672,4521,1309,35440
8250076.34,2021S05078250076.34,0076.34,0.8152,48,6496.850836325599630,815061.138118452858180,0076.34,2845,37600,44080,3592.000000000000000,1306.000000000000000,0.82,4406.300000000000182,253,37600,4406,3592,1306,44080
8250001.22,2021S05078250001.22,0001.22,3.274300000000000,48,12787.519370618743778,3459116.720699699129909,0001.22,3260,42400,56350,4076.000000000000000,1432.000000000000000,3.270000000000000,1244.799999999999955,15,42400,1245,4076,1432,56350
8250001.23,2021S05078250001.23,0001.23,1.128100000000000,48,4704.360216642763589,1263422.924668483203277,0001.23,2360,42400,55550,3083.000000000000000,1035.000000000000000,1.130000000000000,2732.900000000000091,16,42400,2733,3083,1035,55550
8250002.04,2021S05078250002.04,0002.04,80.782899999999998,48,58306.055721566823195,87037869.447423398494720,0002.04,520,33200,39800,755.000000000000000,293.000000000000000,80.780000000000001,9.300000000000001,39,33200,9,755,293,39800
8250002.06,2021S05078250002.06,0002.06,2.133000000000000,48,8512.992020567020518,2467394.971720243804157,0002.06,3190,47600,59550,3830.000000000000000,1447.000000000000000,2.130000000000000,1795.599999999999909,40,47600,1796,3830,1447,59550
8250002.07,2021S05078250002.07,0002.07,2.104500000000000,48,7320.336542091396950,2456956.591073861811310,0002.07,3945,43200,50720,4680.000000000000000,1835.000000000000000,2.100000000000000,2223.800000000000182,41,43200,2224,4680,1835,50720
8250002.08,2021S05078250002.08,0002.08,1.585400000000000,48,5594.737669336334875,1585082.292615143815055,0002.08,3570,41600,47360,4347.000000000000000,1607.000000000000000,1.590000000000000,2741.900000000000091,42,41600,2742,4347,1607,47360
8250002.09,2021S05078250002.09,0002.09,1.116500000000000,48,4537.424085734255641,1256797.911163452081382,0002.09,2850,44800,56700,3626.000000000000000,1380.000000000000000,1.120000000000000,3247.599999999999909,43,44800,3248,3626,1380,56700
8250002.1,2021S05078250002.10,0002.10,1.828200000000000,48,5890.833779806696839,1827873.252978821052238,0002.10,2970,42000,57600,3999.000000000000000,1354.000000000000000,1.830000000000000,2187.400000000000091,44,42000,2187,3999,1354,57600
8250002.11,2021S05078250002.11,0002.11,2.350800000000000,48,8072.524570390031840,2654538.463028560392559,0002.11,3090,48400,63350,3775.000000000000000,1280.000000000000000,2.350000000000000,1605.799999999999955,45,48400,1606,3775,1280,63350
8250002.12,2021S05078250002.12,0002.12,0.563,48,3497.372425304117769,621774.792239889036864,0002.12,1515,44000,57650,1890.000000000000000,641.000000000000000,0.56,3357.000000000000000,46,44000,3357,1890,641,57650
8250038.2,2021S05078250038.20,0038.20,1.582200000000000,48,5653.368225322323269,1590891.710939561482519,0038.20,5345,33600,36320,6835.000000000000000,2424.000000000000000,1.580000000000000,4319.899999999999636,137,33600,4320,6835,2424,36320
8250038.21,2021S05078250038.21,0038.21,1.398600000000000,48,5368.620006547857884,1398299.390351630281657,0038.21,4205,32000,34320,5272.000000000000000,2414.000000000000000,1.400000000000000,3769.500000000000000,138,32000,3770,5272,2414,34320
8250038.22,2021S05078250038.22,0038.22,2.580900000000000,48,6515.370166410289130,2608026.163707573898137,0038.22,3865,31200,35920,4557.000000000000000,1531.000000000000000,2.580000000000000,1765.700000000000045,139,31200,1766,4557,1531,35920
8250038.23,2021S05078250038.23,0038.23,1.276900000000000,48,4913.936069610413142,1276684.435723964590579,0038.23,3710,32800,36720,5004.000000000000000,1903.000000000000000,1.280000000000000,3918.900000000000091,140,32800,3919,5004,1903,36720
8250038.24,2021S05078250038.24,0038.24,2.569500000000000,48,6494.521255662039039,2701631.668084932491183,0038.24,4330,32800,35920,5806.000000000000000,1681.000000000000000,2.570000000000000,2259.599999999999909,141,32800,2260,5806,1681,35920
8250038.25,2021S05078250038.25,0038.25,1.318300000000000,48,6720.152051223760282,1318012.765024159336463,0038.25,3725,32800,37240,4910.000000000000000,1694.000000000000000,1.320000000000000,3724.500000000000000,142,32800,3724,4910,1694,37240
8250017.03,2021S05078250017.03,0017.03,0.82,48,3611.996270058750724,819792.807378626661375,0017.03,2830,37200,43320,3485.000000000000000,1892.000000000000000,0.82,4250.000000000000000,89,37200,4250,3485,1892,43320
8250017.04,2021S05078250017.04,0017.04,2.088900000000000,48,7066.672898247002195,2088527.985885711153969,0017.04,3815,42400,52250,4512.000000000000000,2007.000000000000000,2.090000000000000,2160.000000000000000,90,42400,2160,4512,2007,52250
8250017.05,2021S05078250017.05,0017.05,1.721100000000000,48,9911.416916170588593,1720783.851250701583922,0017.05,2955,39600,57900,3541.000000000000000,1374.000000000000000,1.720000000000000,2057.400000000000091,91,39600,2057,3541,1374,57900
8250017.06,2021S05078250017.06,0017.06,1.659600000000000,48,5945.657449246042233,1659302.007848657900468,0017.06,4090,42000,61300,5240.000000000000000,1851.000000000000000,1.660000000000000,3157.400000000000091,92,42000,3157,5240,1851,61300
8250038.27,2021S05078250038.27,0038.27,1.619200000000000,48,5384.623664761695181,1800747.027367838425562,0038.27,4645,31400,36680,5718.000000000000000,1530.000000000000000,1.620000000000000,3531.400000000000091,143,31400,3531,5718,1530,36680
8250038.28,2021S05078250038.28,0038.28,0.7053,48,4154.161013821790220,705184.606046715634875,0038.28,2945,32400,35040,4179.000000000000000,1403.000000000000000,0.71,5925.100000000000364,144,32400,5925,4179,1403,35040
8250038.3,2021S05078250038.30,0038.30,0.9563,48,4520.383473188465359,957596.497330464655533,0038.30,3945,32000,35120,5413.000000000000000,1592.000000000000000,0.96,5660.399999999999636,145,32000,5660,5413,1592,35120
8250052.06,2021S05078250052.06,0052.06,2.579100000000000,48,8797.948435016323856,2578978.532873793970793,0052.06,3260,47600,67700,3938.000000000000000,1491.000000000000000,2.580000000000000,1526.900000000000091,198,47600,1527,3938,1491,67700
8250052.07,2021S05078250052.07,0052.07,1.970300000000000,48,7667.285791543935375,1969930.648762729717419,0052.07,3225,43600,55950,4088.000000000000000,1560.000000000000000,1.970000000000000,2074.800000000000182,199,43600,2075,4088,1560,55950
8250076.35,2021S05078250076.35,0076.35,4.388100000000000,48,12205.640924003173495,4402188.806097951717675,0076.35,3525,40800,47200,4338.000000000000000,1668.000000000000000,4.390000000000000,988.600000000000023,254,40800,989,4338,1668,47200
8250077.13,2021S05078250077.13,0077.13,1.248900000000000,48,6691.605062914543851,1248681.732447437942028,0077.13,2655,41200,51250,3318.000000000000000,1180.000000000000000,1.250000000000000,2656.699999999999818,264,41200,2657,3318,1180,51250
8250077.14,2021S05078250077.14,0077.14,1.027600000000000,48,6154.288926160915253,1027389.449006935348734,0077.14,2995,39200,50960,3726.000000000000000,1305.000000000000000,1.030000000000000,3625.900000000000091,265,39200,3626,3726,1305,50960
8250077.16,2021S05078250077.16,0077.16,2.467600000000000,48,7563.277117442548843,2467138.111935820896178,0077.16,5000,37600,60400,6149.000000000000000,2078.000000000000000,2.470000000000000,2491.900000000000091,266,37600,2492,6149,2078,60400
8250077.17,2021S05078250077.17,0077.17,1.885800000000000,48,8562.960649478554842,1885419.894000989152119,0077.17,3840,38400,53000,5002.000000000000000,1803.000000000000000,1.890000000000000,2652.500000000000000,267,38400,2652,5002,1803,53000
8250001.25,2021S05078250001.25,0001.25,1.647200000000000,48,5639.062171371247132,1660421.112263293005526,0001.25,5265,38800,46600,6754.000000000000000,2648.000000000000000,1.650000000000000,4100.300000000000182,17,38800,4100,6754,2648,46600
8250001.28,2021S05078250001.28,0001.28,1.168400000000000,48,5281.258443859675936,1168148.916818807134405,0001.28,3250,37600,43080,4153.000000000000000,1487.000000000000000,1.170000000000000,3554.400000000000091,18,37600,3554,4153,1487,43080
8250001.29,2021S05078250001.29,0001.29,1.086900000000000,48,5705.794653432344603,1127975.435885473620147,0001.29,3610,40400,46800,4451.000000000000000,1577.000000000000000,1.090000000000000,4095.099999999999909,19,40400,4095,4451,1577,46800
8250076.09,2021S05078250076.09,0076.09,1.551800000000000,48,7289.573450554768897,1559409.466311495518312,0076.09,3740,36800,41960,4795.000000000000000,1818.000000000000000,1.550000000000000,3090.000000000000000,236,36800,3090,4795,1818,41960
8250076.13,2021S05078250076.13,0076.13,3.540100000000000,48,16805.236633773853100,3539359.800133939366788,0076.13,6035,40800,50480,7720.000000000000000,2754.000000000000000,3.540000000000000,2180.699999999999818,237,40800,2181,7720,2754,50480
8250076.14,2021S05078250076.14,0076.14,1.791000000000000,48,5447.009606694372451,1793294.621711550280452,0076.14,4805,36400,43480,5816.000000000000000,2157.000000000000000,1.790000000000000,3247.300000000000182,238,36400,3247,5816,2157,43480
8250076.15,2021S05078250076.15,0076.15,0.5848,48,4483.081330849252481,584725.842719569103792,0076.15,1685,38000,43280,2156.000000000000000,849.000000000000000,0.58,3686.699999999999818,239,38000,3687,2156,849,43280
8250001.45,2021S05078250001.45,0001.45,3.099200000000000,48,7676.492750637927202,3323086.322950312867761,0001.45,2855,46400,56200,3897.000000000000000,1444.000000000000000,3.100000000000000,1257.400000000000091,32,46400,1257,3897,1444,56200
8250001.46,2021S05078250001.46,0001.46,1.002800000000000,48,4964.208342258053563,1089574.444432843243703,0001.46,3490,45600,50680,4799.000000000000000,1712.000000000000000,1.000000000000000,4785.600000000000364,33,45600,4786,4799,1712,50680
8250001.47,2021S05078250001.47,0001.47,4.205700000000000,48,9124.787165889732933,4475286.932462336495519,0001.47,2550,47600,49440,3391.000000000000000,1366.000000000000000,4.210000000000000,806.299999999999955,34,47600,806,3391,1366,49440
8250001.48,2021S05078250001.48,0001.48,5.882800000000000,48,11583.412508707646339,6197993.675458254292607,0001.48,5935,44400,49880,7975.000000000000000,3137.000000000000000,5.880000000000000,1355.599999999999909,35,44400,1356,7975,3137,49880
8250077.33,2021S05078250077.33,0077.33,18.407499999999999,48,26321.813282909359259,18444455.893669847398996,0077.33,2135,36800,45240,3497.000000000000000,941.000000000000000,18.410000000000000,190.000000000000000,281,36800,190,3497,941,45240
8250077.34,2021S05078250077.34,0077.34,0.775,48,5191.572194565538666,776930.130659704562277,0077.34,2195,46400,54750,3376.000000000000000,920.000000000000000,0.78,4356.100000000000364,282,46400,4356,3376,920,54750
8250077.35,2021S05078250077.35,0077.35,0.4118,48,2629.425904439725400,411720.060348871338647,0077.35,1275,47200,57650,1834.000000000000000,614.000000000000000,0.41,4453.600000000000364,283,47200,4454,1834,614,57650
8250077.36,2021S05078250077.36,0077.36,0.8388,48,5274.724328707532550,838605.891047408920713,0077.36,2375,44800,48680,3371.000000000000000,1253.000000000000000,0.84,4018.800000000000182,284,44800,4019,3371,1253,48680
8250077.37,2021S05078250077.37,0077.37,1.046100000000000,48,4234.616992179584486,1045872.558634571498260,0077.37,3255,48000,53000,4579.000000000000000,1652.000000000000000,1.050000000000000,4377.199999999999818,285,48000,4377,4579,1652,53000
8250077.38,2021S05078250077.38,0077.38,1.532000000000000,48,6679.614870027519828,1531730.468590916367248,0077.38,2495,46400,50520,3395.000000000000000,1408.000000000000000,1.530000000000000,2216.099999999999909,286,46400,2216,3395,1408,50520
8250077.39,2021S05078250077.39,0077.39,1.281900000000000,48,6551.063522397145789,1281629.936620166292414,0077.39,3975,38000,45520,5397.000000000000000,2013.000000000000000,1.280000000000000,4210.199999999999818,287,38000,4210,5397,2013,45520
8250202.01,2021S05078250202.01,0202.01,30.396599999999999,48,28704.675848172326369,30562545.473636310547590,0202.01,2855,45200,48120,3914.000000000000000,1366.000000000000000,30.399999999999999,128.800000000000011,290,45200,129,3914,1366,48120
8250050.17,2021S05078250050.17,0050.17,5.104600000000000,48,11784.877190266388425,5331926.247705221176147,0050.17,4240,48800,61950,5431.000000000000000,1945.000000000000000,5.100000000000000,1063.900000000000091,187,48800,1064,5431,1945,61950
8250050.18,2021S05078250050.18,0050.18,3.461000000000000,48,11045.344426380475852,3460312.123157091438770,0050.18,1755,56400,67200,2351.000000000000000,792.000000000000000,3.460000000000000,679.299999999999955,188,56400,679,2351,792,67200
8250050.19,2021S05078250050.19,0050.19,4.768200000000000,48,11224.402101645684525,4767277.300925124436617,0050.19,4860,50400,61950,7038.000000000000000,2288.000000000000000,4.770000000000000,1476.000000000000000,189,50400,1476,7038,2288,61950
8250050.2,2021S05078250050.20,0050.20,1.300600000000000,48,5408.514913848408469,1300381.683334551285952,0050.20,x,x,x,63.000000000000000,80.000000000000000,1.300000000000000,48.399999999999999,190,,48,63,80,
8250050.21,2021S05078250050.21,0050.21,0.8906,48,5145.155714859882210,890455.304628914571367,0050.21,1745,44800,70000,2334.000000000000000,736.000000000000000,0.89,2620.699999999999818,191,44800,2621,2334,736,70000
8250050.22,2021S05078250050.22,0050.22,1.918600000000000,48,5732.431269459573741,1918200.871596980839968,0050.22,2840,57600,94100,4038.000000000000000,1164.000000000000000,1.920000000000000,2104.699999999999818,192,57600,2105,4038,1164,94100
8250018.01,2021S05078250018.01,0018.01,1.089000000000000,48,4507.010596713840641,1088827.077424329239875,0018.01,2385,38400,48560,2994.000000000000000,1304.000000000000000,1.090000000000000,2749.300000000000182,93,38400,2749,2994,1304,48560
8250018.02,2021S05078250018.02,0018.02,0.6416,48,3871.096339909364360,641445.523255823645741,0018.02,1670,36000,50480,2121.000000000000000,915.000000000000000,0.64,3305.800000000000182,94,36000,3306,2121,915,50480
8250021.01,2021S05078250021.01,0021.01,0.6097,48,3462.765351515515704,609569.030552245210856,0021.01,2200,48800,70400,2775.000000000000000,1357.000000000000000,0.61,4551.399999999999636,97,48800,4551,2775,1357,70400
8250021.02,2021S05078250021.02,0021.02,0.6052,48,4747.676009481509027,605067.636406664620154,0021.02,1570,49600,68800,1942.000000000000000,950.000000000000000,0.61,3208.900000000000091,98,49600,3209,1942,950,68800
8250027.01,2021S05078250027.01,0027.01,0.2586,48,2976.139373659119428,258537.506859832705231,0027.01,2800,39200,50960,3136.000000000000000,2311.000000000000000,0.26,12126.799999999999272,105,39200,12127,3136,2311,50960
8250027.02,2021S05078250027.02,0027.02,0.7415,48,4021.547731259827287,741322.197641377220862,0027.02,1470,54400,150200,1760.000000000000000,915.000000000000000,0.74,2373.599999999999909,106,54400,2374,1760,915,150200
8250027.03,2021S05078250027.03,0027.03,0.3292,48,2631.188637070022651,329089.385785527178086,0027.03,1630,40800,47800,1771.000000000000000,1301.000000000000000,0.33,5379.699999999999818,107,40800,5380,1771,1301,47800
8250042.01,2021S05078250042.01,0042.01,0.8712,48,4521.992561387557544,875869.734694408020005,0042.01,4175,33200,48440,5345.000000000000000,3675.000000000000000,0.87,6135.199999999999818,164,33200,6135,5345,3675,48440
8250042.02,2021S05078250042.02,0042.02,0.5476,48,3137.731209398805731,547448.373196156346239,0042.02,920,53200,69800,980.000000000000000,827.000000000000000,0.55,1789.599999999999909,165,53200,1790,980,827,69800
8250007.05,2021S05078250007.05,0007.05,0.8348,48,15209.930828457150710,4412074.585853982716799,0007.05,535,67500,138500,672.000000000000000,247.000000000000000,0.83,805.000000000000000,76,67500,805,672,247,138500
8250007.06,2021S05078250007.06,0007.06,0.9801,48,4035.046285657244425,979941.966616757330485,0007.06,2905,39600,49920,3401.000000000000000,1840.000000000000000,0.98,3470.099999999999909,77,39600,3470,3401,1840,49920
8250007.07,2021S05078250007.07,0007.07,0.949,48,3967.437175799474517,948834.394379535107873,0007.07,1100,48400,87600,1586.000000000000000,563.000000000000000,0.95,1671.200000000000045,78,48400,1671,1586,563,87600
8250066.03,2021S05078250066.03,0066.03,1.995800000000000,48,7090.358949642939479,1995440.906672776676714,0066.03,3185,36000,50640,4031.000000000000000,2345.000000000000000,2.000000000000000,2019.700000000000045,218,36000,2020,4031,2345,50640
8250066.04,2021S05078250066.04,0066.04,1.481700000000000,48,6250.235318310135881,1481390.692697119433433,0066.04,x,x,x,343.000000000000000,7.000000000000000,1.480000000000000,231.500000000000000,219,,232,343,7,
8250049.06,2021S05078250049.06,0049.06,1.684500000000000,48,5497.043671798354808,1684152.168816277990118,0049.06,3350,48000,63150,4262.000000000000000,1618.000000000000000,1.680000000000000,2530.099999999999909,177,48000,2530,4262,1618,63150
8250049.07,2021S05078250049.07,0049.07,0.7992,48,4494.043096474514641,799006.435611253720708,0049.07,1550,47200,76200,2084.000000000000000,727.000000000000000,0.8,2607.599999999999909,178,47200,2608,2084,727,76200
8250077.4,2021S05078250077.40,0077.40,0.909,48,4094.093454029019085,913120.101491527166218,0077.40,1820,43200,61450,2144.000000000000000,864.000000000000000,0.91,2358.599999999999909,288,43200,2359,2144,864,61450
8250077.41,2021S05078250077.41,0077.41,0.865,48,4764.182905552199372,864875.631256314925849,0077.41,1850,44000,52550,2289.000000000000000,874.000000000000000,0.87,2646.199999999999818,289,44000,2646,2289,874,52550
8250076.36,2021S05078250076.36,0076.36,3.938200000000000,48,10667.891453977719721,3947381.350572323426604,0076.36,x,x,x,,,3.940000000000000,,255,,,,,
8250076.37,2021S05078250076.37,0076.37,2.319400000000000,48,11242.800877060722996,2323766.145263945683837,0076.37,3490,39600,45400,4846.000000000000000,1521.000000000000000,2.320000000000000,2089.300000000000182,256,39600,2089,4846,1521,45400
8250076.38,2021S05078250076.38,0076.38,0.6681,48,3535.184783715124922,667926.966584003064781,0076.38,1750,40400,45360,2414.000000000000000,764.000000000000000,0.67,3613.199999999999818,257,40400,3613,2414,764,45360
8250076.39,2021S05078250076.39,0076.39,0.9411,48,3926.795233862782879,940880.493862196919508,0076.39,2050,37200,42760,2731.000000000000000,1350.000000000000000,0.94,2901.900000000000091,258,37200,2902,2731,1350,42760
8250001.49,2021S05078250001.49,0001.49,2.761400000000000,48,10468.069694927076853,2817713.892260581720620,0001.49,3595,44800,63600,4303.000000000000000,1695.000000000000000,2.760000000000000,1558.299999999999955,36,44800,1558,4303,1695,63600
8250001.5,2021S05078250001.50,0001.50,1.528600000000000,48,5984.473406341574446,1565342.460454249521717,0001.50,1720,44000,54500,2159.000000000000000,915.000000000000000,1.530000000000000,1412.400000000000091,37,44000,1412,2159,915,54500
